,loss,accuracy,val_loss,val_accuracy
0,7.151523590087891,0.11949370056390762,7.114767074584961,0.10357142984867096
1,6.950061798095703,0.15573769807815552,7.091832637786865,0.0892857164144516
2,6.637482166290283,0.2441730797290802,6.882117748260498,0.18571428954601288
3,6.161282062530518,0.37849894165992737,5.935059070587158,0.4549107253551483
4,5.5501227378845215,0.573380172252655,5.286221981048584,0.6493303775787354
5,4.98695707321167,0.7443960905075073,4.7455010414123535,0.8087053298950195
6,4.570970058441162,0.8542990684509277,4.538735866546631,0.8482142686843872
7,4.315787315368652,0.902308464050293,4.291987419128418,0.8977678418159485
8,4.101776599884033,0.9376603364944458,4.143631458282471,0.9058035612106323
9,3.9366614818573,0.952325165271759,3.9433419704437256,0.9357143044471741
10,3.7832107543945312,0.9666554927825928,3.8125522136688232,0.940625011920929
11,3.644979953765869,0.9745734333992004,3.703754186630249,0.9370535612106323
12,3.5165019035339355,0.979870617389679,3.6387453079223633,0.9287946224212646
13,3.4017257690429688,0.9775286912918091,3.4358863830566406,0.9542410969734192
14,3.269371509552002,0.9843314290046692,3.308060884475708,0.9589285850524902
15,3.1625239849090576,0.9839411377906799,3.2365827560424805,0.9482142925262451
16,3.0699150562286377,0.9800936579704285,3.1446707248687744,0.9486607313156128
17,2.967017412185669,0.9823798537254333,3.0341854095458984,0.9522321224212646
18,2.8655877113342285,0.9859485030174255,2.912801504135132,0.9638392925262451
19,2.7929847240448,0.9826028943061829,2.8212521076202393,0.9620535969734192
20,2.691859722137451,0.9885692000389099,2.7527596950531006,0.9633928537368774
21,2.620454788208008,0.9866733551025391,2.68505859375,0.9636160731315613
22,2.546513080596924,0.9868406653404236,2.5851664543151855,0.9707589149475098
23,2.4779396057128906,0.9875097870826721,2.4979970455169678,0.9720982313156128
24,2.4049997329711914,0.989963173866272,2.4345006942749023,0.9774553775787354
25,2.3346290588378906,0.9910226464271545,2.375291585922241,0.9732142686843872
26,2.2695178985595703,0.9909668564796448,2.325610876083374,0.9696428775787354
27,2.212294578552246,0.9897401332855225,2.279789686203003,0.9712053537368774
28,2.157106399536133,0.989461362361908,2.2673048973083496,0.9569196701049805
29,2.1114320755004883,0.9876770377159119,2.1773030757904053,0.9660714268684387
30,2.044576644897461,0.9929742217063904,2.091310977935791,0.9743303656578064
31,2.0123586654663086,0.9870637059211731,2.0674667358398438,0.9674107432365417
